Time,vel,cur,tar_vel,identification_angle
1745830146.525749276,-0.0155524,2735,-0.02,1.5708
1745830146.528249239,-0.0155524,2701,-0.02,1.5708
1745830146.530746229,-0.0155524,2701,-0.02,1.5708
1745830146.533246318,-0.0165893,2687,-0.02,1.5708
1745830146.535754476,-0.0176261,2709,-0.02,1.5708
1745830146.538248086,-0.0196998,2743,-0.02,1.5708
1745830146.540747187,-0.0217734,2809,-0.02,1.5708
1745830146.543251856,-0.0238471,2784,-0.02,1.5708
1745830146.545749449,-0.0238471,2784,-0.02,1.5708
1745830146.548247063,-0.0259207,2819,-0.02,1.5708
1745830146.550749167,-0.0259207,2870,-0.02,1.5708
1745830146.553255101,-0.0248839,2839,-0.02,1.5708
1745830146.555751590,-0.0238471,2855,-0.02,1.5708
1745830146.558245917,-0.0228102,2854,-0.02,1.5708
1745830146.560750437,-0.0217734,2896,-0.02,1.5708
1745830146.563254045,-0.0217734,2925,-0.02,1.5708
1745830146.565894443,-0.0279944,2978,-0.02,1.5708
1745830146.568388361,-0.0279944,3010,-0.02,1.5708
1745830146.570898707,-0.0279944,3010,-0.02,1.5708
1745830146.573384079,-0.0228102,3011,-0.02,1.5708
1745830146.575874049,-0.0207366,3011,-0.02,1.5708
1745830146.578378796,-0.0207366,3045,-0.02,1.5708
1745830146.580892835,-0.0207366,3045,-0.02,1.5708
1745830146.583410451,-0.0196998,3028,-0.02,1.5708
1745830146.585897315,-0.0165893,3017,-0.02,1.5708
1745830146.588380253,-0.0165893,3017,-0.02,1.5708
1745830146.590902920,-0.0176261,2987,-0.02,1.5708
1745830146.593396368,-0.0176261,2978,-0.02,1.5708
1745830146.595889936,-0.0176261,2978,-0.02,1.5708
1745830146.598385970,-0.0228102,3037,-0.02,1.5708
1745830146.600881171,-0.0217734,3008,-0.02,1.5708
1745830146.603414150,-0.0217734,3008,-0.02,1.5708
1745830146.605895995,-0.0207366,2968,-0.02,1.5708
1745830146.608397658,-0.0207366,2978,-0.02,1.5708
1745830146.610887078,-0.0186629,2959,-0.02,1.5708
1745830146.613378615,-0.0186629,2959,-0.02,1.5708
1745830146.615892021,-0.0176261,2935,-0.02,1.5708
1745830146.618383895,-0.0196998,2942,-0.02,1.5708
1745830146.620886790,-0.0217734,2956,-0.02,1.5708
1745830146.623377993,-0.0238471,3031,-0.02,1.5708
1745830146.625889874,-0.0269576,3035,-0.02,1.5708
1745830146.628382273,-0.0248839,3059,-0.02,1.5708
1745830146.630876657,-0.0248839,3059,-0.02,1.5708
1745830146.633376634,-0.0248839,3052,-0.02,1.5708
1745830146.635876813,-0.0228102,3105,-0.02,1.5708
1745830146.638392146,-0.0217734,3095,-0.02,1.5708
1745830146.640893472,-0.0228102,3089,-0.02,1.5708
1745830146.643401613,-0.0217734,3117,-0.02,1.5708
1745830146.645898972,-0.0269576,3215,-0.02,1.5708
1745830146.648389742,-0.0279944,3233,-0.02,1.5708
1745830146.650879935,-0.0228102,3166,-0.02,1.5708
1745830146.653382517,-0.0228102,3166,-0.02,1.5708
1745830146.655885239,-0.0228102,3166,-0.02,1.5708
1745830146.658386109,-0.0134788,3056,-0.02,1.5708
1745830146.660888706,-0.0134788,3056,-0.02,1.5708
1745830146.663415675,-0.0176261,3100,-0.02,1.5708
1745830146.665885641,-0.0248839,3143,-0.02,1.5708
1745830146.668377205,-0.0279944,3153,-0.02,1.5708
1745830146.670890996,-0.0259207,3084,-0.02,1.5708
1745830146.673380157,-0.0207366,3100,-0.02,1.5708
1745830146.675872536,-0.0176261,2988,-0.02,1.5708
1745830146.678379935,-0.0176261,2988,-0.02,1.5708
1745830146.680888637,-0.0176261,2999,-0.02,1.5708
1745830146.683399534,-0.0165893,2961,-0.02,1.5708
1745830146.685888251,-0.0196998,3022,-0.02,1.5708
1745830146.688378361,-0.0196998,3022,-0.02,1.5708
1745830146.690904817,-0.0207366,3080,-0.02,1.5708
1745830146.693251993,-0.0217734,3075,-0.02,1.5708
1745830146.695892115,-0.0238471,3085,-0.02,1.5708
1745830146.698252330,-0.0259207,3094,-0.02,1.5708
1745830146.700823026,-0.0238471,3111,-0.02,1.5708
1745830146.703251616,-0.0228102,3098,-0.02,1.5708
1745830146.705742514,-0.0196998,3102,-0.02,1.5708
1745830146.708246149,-0.0196998,3102,-0.02,1.5708
1745830146.710829993,-0.0196998,3102,-0.02,1.5708
1745830146.713253822,-0.0186629,3117,-0.02,1.5708
1745830146.715748839,-0.0176261,3067,-0.02,1.5708
1745830146.718247568,-0.0186629,3086,-0.02,1.5708
1745830146.720746238,-0.0186629,3117,-0.02,1.5708
1745830146.723241377,-0.0165893,3074,-0.02,1.5708
1745830146.725750203,-0.0155524,3053,-0.02,1.5708
1745830146.728245726,-0.0155524,3053,-0.02,1.5708
1745830146.730744759,-0.0186629,3057,-0.02,1.5708
1745830146.733241772,-0.0196998,3126,-0.02,1.5708
1745830146.735742494,-0.0217734,3096,-0.02,1.5708
1745830146.738244065,-0.0207366,3050,-0.02,1.5708
1745830146.740743461,-0.0186629,2992,-0.02,1.5708
1745830146.743242900,-0.0155524,3006,-0.02,1.5708
1745830146.745749295,-0.0155524,2958,-0.02,1.5708
1745830146.748243819,-0.0155524,2952,-0.02,1.5708
1745830146.750744175,-0.0165893,2927,-0.02,1.5708
1745830146.753242618,-0.0186629,2997,-0.02,1.5708
1745830146.755739108,-0.0217734,2985,-0.02,1.5708
1745830146.758244471,-0.0217734,2992,-0.02,1.5708
1745830146.760744608,-0.0217734,2992,-0.02,1.5708
1745830146.763242143,-0.0217734,3037,-0.02,1.5708
1745830146.765749511,-0.0228102,3060,-0.02,1.5708
1745830146.768241051,-0.0259207,3131,-0.02,1.5708
1745830146.770744335,-0.0259207,3131,-0.02,1.5708
1745830146.773241383,-0.0279944,3143,-0.02,1.5708
1745830146.775740776,-0.0279944,3143,-0.02,1.5708
1745830146.778240401,-0.0228102,3143,-0.02,1.5708
1745830146.780735021,-0.0228102,3143,-0.02,1.5708
1745830146.783246526,-0.0186629,3167,-0.02,1.5708
1745830146.785735377,-0.0186629,3167,-0.02,1.5708
1745830146.788244875,-0.0176261,3184,-0.02,1.5708
1745830146.790733368,-0.0176261,3184,-0.02,1.5708
1745830146.793246454,-0.0196998,3182,-0.02,1.5708
1745830146.795745985,-0.0196998,3222,-0.02,1.5708
1745830146.798243850,-0.0217734,3240,-0.02,1.5708
1745830146.800745878,-0.0217734,3205,-0.02,1.5708
1745830146.803243129,-0.0217734,3230,-0.02,1.5708
1745830146.805732387,-0.0217734,3248,-0.02,1.5708
1745830146.808241477,-0.0217734,3248,-0.02,1.5708
1745830146.810746880,-0.0217734,3248,-0.02,1.5708
1745830146.813243513,-0.0155524,3171,-0.02,1.5708
1745830146.815732458,-0.0155524,3171,-0.02,1.5708
1745830146.818246816,-0.0186629,3191,-0.02,1.5708
1745830146.820740792,-0.0186629,3163,-0.02,1.5708
1745830146.823238891,-0.0207366,3186,-0.02,1.5708
1745830146.825734893,-0.0228102,3195,-0.02,1.5708
1745830146.828248271,-0.0228102,3195,-0.02,1.5708
1745830146.830743413,-0.0217734,3212,-0.02,1.5708
1745830146.833243475,-0.0207366,3189,-0.02,1.5708
1745830146.835744145,-0.0217734,3252,-0.02,1.5708
1745830146.838246405,-0.0238471,3304,-0.02,1.5708
1745830146.840743274,-0.0228102,3335,-0.02,1.5708
1745830146.843239500,-0.0228102,3341,-0.02,1.5708
1745830146.845732904,-0.0217734,3319,-0.02,1.5708
1745830146.848245828,-0.0165893,3302,-0.02,1.5708
1745830146.850739808,-0.0134788,3281,-0.02,1.5708
1745830146.853243054,-0.0134788,3276,-0.02,1.5708
1745830146.855737052,-0.0155524,3336,-0.02,1.5708
1745830146.858246966,-0.0186629,3271,-0.02,1.5708
1745830146.860740023,-0.0165893,3281,-0.02,1.5708
1745830146.863243332,-0.0145156,3253,-0.02,1.5708
1745830146.865753433,-0.0134788,3228,-0.02,1.5708
1745830146.868242891,-0.0134788,3228,-0.02,1.5708
1745830146.870744410,-0.0114051,3259,-0.02,1.5708
1745830146.873244137,-0.0114051,3229,-0.02,1.5708
1745830146.875749901,-0.0114051,3157,-0.02,1.5708
1745830146.878241147,-0.012442,3171,-0.02,1.5708
1745830146.880743706,-0.0134788,3170,-0.02,1.5708
1745830146.883249556,-0.0155524,3161,-0.02,1.5708
1745830146.885749382,-0.0134788,3159,-0.02,1.5708
1745830146.888243484,-0.0134788,3159,-0.02,1.5708
1745830146.890743384,-0.0114051,3116,-0.02,1.5708
1745830146.893247626,-0.0114051,3116,-0.02,1.5708
1745830146.895744256,-0.0145156,3071,-0.02,1.5708
1745830146.898243801,-0.0176261,3070,-0.02,1.5708
1745830146.900741494,-0.0176261,3070,-0.02,1.5708
1745830146.903247852,-0.0176261,3087,-0.02,1.5708
1745830146.905742917,-0.0186629,3127,-0.02,1.5708
1745830146.908241009,-0.0186629,3127,-0.02,1.5708
1745830146.910747688,-0.0217734,3116,-0.02,1.5708
1745830146.913244390,-0.0217734,3154,-0.02,1.5708
1745830146.915742576,-0.0228102,3164,-0.02,1.5708
1745830146.918240076,-0.0228102,3164,-0.02,1.5708
1745830146.920747700,-0.0217734,3130,-0.02,1.5708
1745830146.923243376,-0.0196998,3169,-0.02,1.5708
1745830146.925743562,-0.0155524,3113,-0.02,1.5708
1745830146.928244621,-0.0155524,3113,-0.02,1.5708
1745830146.930744448,-0.0165893,3132,-0.02,1.5708
1745830146.933241606,-0.0165893,3176,-0.02,1.5708
1745830146.935742595,-0.0165893,3152,-0.02,1.5708
1745830146.938246701,-0.0186629,3162,-0.02,1.5708
1745830146.940743828,-0.0155524,3120,-0.02,1.5708
1745830146.943239981,-0.0134788,3080,-0.02,1.5708
1745830146.945743419,-0.0114051,3111,-0.02,1.5708
1745830146.948251010,-0.0114051,3055,-0.02,1.5708
1745830146.950743972,-0.0103683,3006,-0.02,1.5708
1745830146.953248090,-0.00933146,3010,-0.02,1.5708
1745830146.955747665,-0.00933146,2949,-0.02,1.5708
1745830146.958246616,-0.00933146,2949,-0.02,1.5708
1745830146.960746389,-0.0103683,2963,-0.02,1.5708
1745830146.963247014,-0.0103683,2926,-0.02,1.5708
1745830146.965746632,-0.0114051,2949,-0.02,1.5708
1745830146.968252397,-0.0103683,2891,-0.02,1.5708
1745830146.970741548,-0.0103683,2891,-0.02,1.5708
1745830146.973394823,-0.00933146,2863,-0.02,1.5708
1745830146.975763971,-0.00933146,2860,-0.02,1.5708
1745830146.978248065,-0.00933146,2860,-0.02,1.5708
1745830146.980746477,-0.0155524,2856,-0.02,1.5708
1745830146.983239909,-0.0155524,2856,-0.02,1.5708
1745830146.985749786,-0.0186629,2951,-0.02,1.5708
1745830146.988249854,-0.0217734,2923,-0.02,1.5708
1745830146.990750079,-0.0217734,2908,-0.02,1.5708
1745830146.993245127,-0.0207366,2908,-0.02,1.5708
1745830146.995749581,-0.0207366,2908,-0.02,1.5708
1745830146.998246760,-0.0207366,2908,-0.02,1.5708
1745830147.000746219,-0.0165893,2878,-0.02,1.5708
1745830147.003252384,-0.0186629,2906,-0.02,1.5708
1745830147.005749386,-0.0186629,2906,-0.02,1.5708
1745830147.008250440,-0.0186629,2906,-0.02,1.5708
1745830147.010752640,-0.0217734,2948,-0.02,1.5708
1745830147.013247397,-0.0238471,2991,-0.02,1.5708
1745830147.015753319,-0.0207366,3011,-0.02,1.5708
1745830147.018245522,-0.0207366,3011,-0.02,1.5708
1745830147.020752654,-0.0176261,2998,-0.02,1.5708
1745830147.023248837,-0.0165893,2998,-0.02,1.5708
1745830147.025754432,-0.0165893,2998,-0.02,1.5708
1745830147.028246300,-0.0165893,2959,-0.02,1.5708
1745830147.030750455,-0.0165893,2969,-0.02,1.5708
1745830147.033247090,-0.0165893,2950,-0.02,1.5708
1745830147.035752665,-0.0155524,2896,-0.02,1.5708
1745830147.038245903,-0.0134788,2853,-0.02,1.5708
1745830147.040752621,-0.0134788,2904,-0.02,1.5708
1745830147.043244187,-0.0134788,2870,-0.02,1.5708
1745830147.045748775,-0.012442,2807,-0.02,1.5708
1745830147.048358606,-0.0103683,2840,-0.02,1.5708
1745830147.050884840,-0.0103683,2793,-0.02,1.5708
1745830147.053394382,-0.0103683,2808,-0.02,1.5708
1745830147.055889838,-0.0114051,2824,-0.02,1.5708
1745830147.058387624,-0.0114051,2803,-0.02,1.5708
1745830147.060878774,-0.0134788,2765,-0.02,1.5708
1745830147.063397928,-0.0134788,2765,-0.02,1.5708
1745830147.065880714,-0.0165893,2787,-0.02,1.5708
1745830147.068387900,-0.0196998,2827,-0.02,1.5708
1745830147.070878637,-0.0207366,2870,-0.02,1.5708
1745830147.073394161,-0.0217734,2858,-0.02,1.5708
1745830147.075894333,-0.0207366,2824,-0.02,1.5708
1745830147.078318682,-0.0207366,2806,-0.02,1.5708
1745830147.080752424,-0.0176261,2818,-0.02,1.5708
1745830147.083234769,-0.0176261,2818,-0.02,1.5708
1745830147.085747079,-0.0176261,2818,-0.02,1.5708
1745830147.088240756,-0.0207366,2872,-0.02,1.5708
1745830147.090743594,-0.0217734,2880,-0.02,1.5708
1745830147.093236392,-0.0217734,2880,-0.02,1.5708
1745830147.095746401,-0.0238471,2966,-0.02,1.5708
1745830147.098253082,-0.0259207,2990,-0.02,1.5708
1745830147.100742156,-0.0259207,2990,-0.02,1.5708
1745830147.103246057,-0.0279944,3026,-0.02,1.5708
1745830147.105743036,-0.0259207,3023,-0.02,1.5708
1745830147.108246978,-0.0259207,3023,-0.02,1.5708
1745830147.110740439,-0.0228102,3040,-0.02,1.5708
1745830147.113248237,-0.0186629,2981,-0.02,1.5708
1745830147.115743560,-0.0165893,2955,-0.02,1.5708
1745830147.118249531,-0.0145156,2978,-0.02,1.5708
1745830147.120745780,-0.0155524,2962,-0.02,1.5708
1745830147.123242347,-0.0155524,2933,-0.02,1.5708
1745830147.125741840,-0.0155524,2933,-0.02,1.5708
1745830147.128247643,-0.0165893,2972,-0.02,1.5708
1745830147.130745178,-0.0176261,2921,-0.02,1.5708
1745830147.133243862,-0.0155524,2901,-0.02,1.5708
1745830147.135740207,-0.0145156,2892,-0.02,1.5708
1745830147.138245737,-0.0145156,2891,-0.02,1.5708
1745830147.140742168,-0.0155524,2821,-0.02,1.5708
1745830147.143241737,-0.0134788,2829,-0.02,1.5708
1745830147.145738812,-0.0134788,2829,-0.02,1.5708
1745830147.148250847,-0.0134788,2778,-0.02,1.5708
1745830147.150748227,-0.0145156,2823,-0.02,1.5708
1745830147.153245316,-0.0145156,2823,-0.02,1.5708
1745830147.155746367,-0.0176261,2773,-0.02,1.5708
1745830147.158243908,-0.0176261,2759,-0.02,1.5708
1745830147.160747699,-0.0186629,2784,-0.02,1.5708
1745830147.163245073,-0.0186629,2701,-0.02,1.5708
1745830147.165748923,-0.0186629,2701,-0.02,1.5708
1745830147.168250747,-0.0186629,2796,-0.02,1.5708
1745830147.170746624,-0.0207366,2789,-0.02,1.5708
1745830147.173381816,-0.0217734,2814,-0.02,1.5708
1745830147.175878700,-0.0207366,2778,-0.02,1.5708
1745830147.178392323,-0.0196998,2839,-0.02,1.5708
1745830147.180879950,-0.0196998,2787,-0.02,1.5708
1745830147.183254256,-0.0186629,2798,-0.02,1.5708
1745830147.185825437,-0.0165893,2768,-0.02,1.5708
1745830147.188464728,-0.0155524,2786,-0.02,1.5708
1745830147.190985288,-0.0155524,2741,-0.02,1.5708
1745830147.193462571,-0.0155524,2741,-0.02,1.5708
1745830147.195891394,-0.0165893,2792,-0.02,1.5708
1745830147.198462106,-0.0165893,2792,-0.02,1.5708
1745830147.200968133,-0.0134788,2729,-0.02,1.5708
1745830147.203486040,-0.012442,2693,-0.02,1.5708
1745830147.205894974,-0.012442,2675,-0.02,1.5708
1745830147.208399860,-0.0134788,2666,-0.02,1.5708
1745830147.210896282,-0.0134788,2666,-0.02,1.5708
1745830147.213379752,-0.0145156,2676,-0.02,1.5708
1745830147.215880631,-0.0155524,2680,-0.02,1.5708
1745830147.218388238,-0.0155524,2680,-0.02,1.5708
1745830147.220876540,-0.0145156,2673,-0.02,1.5708
1745830147.223380550,-0.012442,2625,-0.02,1.5708
1745830147.225897848,-0.012442,2598,-0.02,1.5708
1745830147.228380785,-0.0134788,2667,-0.02,1.5708
1745830147.230898883,-0.0165893,2657,-0.02,1.5708
1745830147.233395794,-0.0186629,2658,-0.02,1.5708
1745830147.235879718,-0.0186629,2658,-0.02,1.5708
1745830147.238402814,-0.0196998,2636,-0.02,1.5708
1745830147.240900101,-0.0165893,2658,-0.02,1.5708
1745830147.243376837,-0.0186629,2673,-0.02,1.5708
1745830147.245894983,-0.0196998,2640,-0.02,1.5708
1745830147.248396157,-0.0196998,2658,-0.02,1.5708
1745830147.250898765,-0.0196998,2645,-0.02,1.5708
1745830147.253378811,-0.0196998,2647,-0.02,1.5708
1745830147.255886215,-0.0196998,2647,-0.02,1.5708
1745830147.258397077,-0.0207366,2666,-0.02,1.5708
1745830147.260880247,-0.0217734,2722,-0.02,1.5708
1745830147.263412234,-0.0217734,2722,-0.02,1.5708
1745830147.265876333,-0.0217734,2711,-0.02,1.5708
1745830147.268392628,-0.0238471,2786,-0.02,1.5708
1745830147.270888987,-0.0217734,2713,-0.02,1.5708
1745830147.273393464,-0.0176261,2761,-0.02,1.5708
1745830147.275876743,-0.0176261,2761,-0.02,1.5708
1745830147.278389876,-0.0165893,2723,-0.02,1.5708
1745830147.280885480,-0.0176261,2745,-0.02,1.5708
1745830147.283378130,-0.0186629,2753,-0.02,1.5708
1745830147.285880245,-0.0186629,2753,-0.02,1.5708
1745830147.288397319,-0.0155524,2729,-0.02,1.5708
1745830147.290893228,-0.0155524,2729,-0.02,1.5708
1745830147.293377120,-0.0155524,2711,-0.02,1.5708
1745830147.295883010,-0.0155524,2711,-0.02,1.5708
1745830147.298384435,-0.0165893,2729,-0.02,1.5708
1745830147.300896096,-0.0165893,2714,-0.02,1.5708
1745830147.303375953,-0.0165893,2714,-0.02,1.5708
1745830147.305900307,-0.012442,2651,-0.02,1.5708
1745830147.308385419,-0.012442,2651,-0.02,1.5708
1745830147.310899527,-0.0145156,2590,-0.02,1.5708
1745830147.313395537,-0.0134788,2609,-0.02,1.5708
1745830147.315883111,-0.0155524,2612,-0.02,1.5708
1745830147.318390279,-0.0186629,2596,-0.02,1.5708
1745830147.320876964,-0.0186629,2596,-0.02,1.5708
1745830147.323380346,-0.0217734,2642,-0.02,1.5708
1745830147.325883880,-0.0207366,2623,-0.02,1.5708
1745830147.328384649,-0.0217734,2644,-0.02,1.5708
1745830147.330884384,-0.0207366,2635,-0.02,1.5708
1745830147.333376723,-0.0207366,2635,-0.02,1.5708
1745830147.335889829,-0.0186629,2632,-0.02,1.5708
1745830147.338385586,-0.0186629,2666,-0.02,1.5708
1745830147.340900103,-0.0228102,2724,-0.02,1.5708
1745830147.343413295,-0.0248839,2750,-0.02,1.5708
1745830147.345894231,-0.0279944,2803,-0.02,1.5708
1745830147.348390101,-0.0279944,2783,-0.02,1.5708
1745830147.350880722,-0.0228102,2839,-0.02,1.5708
1745830147.353380505,-0.0248839,2791,-0.02,1.5708
1745830147.355888063,-0.0248839,2791,-0.02,1.5708
1745830147.358381564,-0.0196998,2815,-0.02,1.5708
1745830147.360902384,-0.0196998,2797,-0.02,1.5708
1745830147.363412319,-0.0196998,2823,-0.02,1.5708
1745830147.365881417,-0.0196998,2766,-0.02,1.5708
1745830147.368381903,-0.0176261,2804,-0.02,1.5708
1745830147.370898625,-0.0165893,2787,-0.02,1.5708
1745830147.373397488,-0.0186629,2812,-0.02,1.5708
1745830147.375886430,-0.0186629,2812,-0.02,1.5708
1745830147.378402643,-0.0196998,2806,-0.02,1.5708
1745830147.380890789,-0.0196998,2796,-0.02,1.5708
1745830147.383405631,-0.0186629,2753,-0.02,1.5708
1745830147.385877185,-0.0186629,2753,-0.02,1.5708
1745830147.388413583,-0.0165893,2684,-0.02,1.5708
1745830147.390874888,-0.0155524,2689,-0.02,1.5708
1745830147.393394657,-0.0145156,2627,-0.02,1.5708
1745830147.395888895,-0.0145156,2636,-0.02,1.5708
1745830147.398397733,-0.0145156,2636,-0.02,1.5708
1745830147.400897166,-0.0186629,2679,-0.02,1.5708
1745830147.403375003,-0.0186629,2679,-0.02,1.5708
1745830147.405903960,-0.0196998,2657,-0.02,1.5708
1745830147.408387473,-0.0196998,2657,-0.02,1.5708
1745830147.410880061,-0.0196998,2648,-0.02,1.5708
1745830147.413392581,-0.0196998,2648,-0.02,1.5708
1745830147.415894100,-0.0196998,2631,-0.02,1.5708
1745830147.418394985,-0.0217734,2762,-0.02,1.5708
1745830147.420876614,-0.0217734,2762,-0.02,1.5708
1745830147.423398293,-0.0217734,2762,-0.02,1.5708
1745830147.425880795,-0.0248839,2735,-0.02,1.5708
1745830147.428393534,-0.0248839,2735,-0.02,1.5708
1745830147.430894007,-0.0165893,2663,-0.02,1.5708
1745830147.433380329,-0.00933146,2565,-0.02,1.5708
1745830147.435879650,-0.00933146,2583,-0.02,1.5708
1745830147.438396342,-0.0114051,2594,-0.02,1.5708
1745830147.440897437,-0.012442,2600,-0.02,1.5708
1745830147.443378961,-0.0155524,2592,-0.02,1.5708
1745830147.445826830,-0.0155524,2592,-0.02,1.5708
1745830147.448254530,-0.0165893,2543,-0.02,1.5708
1745830147.450747567,-0.0155524,2556,-0.02,1.5708
1745830147.453244135,-0.0145156,2547,-0.02,1.5708
1745830147.455740826,-0.0145156,2547,-0.02,1.5708
1745830147.458244416,-0.012442,2525,-0.02,1.5708
1745830147.460746683,-0.012442,2495,-0.02,1.5708
1745830147.463240589,-0.012442,2494,-0.02,1.5708
1745830147.465742043,-0.0134788,2511,-0.02,1.5708
1745830147.468245939,-0.0145156,2450,-0.02,1.5708
1745830147.470746989,-0.0155524,2493,-0.02,1.5708
1745830147.473246172,-0.0155524,2493,-0.02,1.5708
1745830147.475743081,-0.0176261,2462,-0.02,1.5708
1745830147.478248091,-0.0176261,2461,-0.02,1.5708
1745830147.480742321,-0.0176261,2462,-0.02,1.5708
1745830147.483239978,-0.0186629,2526,-0.02,1.5708
1745830147.485742650,-0.0186629,2526,-0.02,1.5708
1745830147.488246858,-0.0228102,2555,-0.02,1.5708
1745830147.490752362,-0.0228102,2555,-0.02,1.5708
1745830147.493243242,-0.0228102,2543,-0.02,1.5708
1745830147.495740326,-0.0228102,2543,-0.02,1.5708
1745830147.498246936,-0.0228102,2543,-0.02,1.5708
1745830147.500748230,-0.0217734,2565,-0.02,1.5708
1745830147.503243181,-0.0196998,2561,-0.02,1.5708
1745830147.505746917,-0.0165893,2586,-0.02,1.5708
1745830147.508245720,-0.0186629,2562,-0.02,1.5708
1745830147.510747780,-0.0186629,2562,-0.02,1.5708
1745830147.513242577,-0.0165893,2534,-0.02,1.5708
1745830147.515747141,-0.0165893,2548,-0.02,1.5708
1745830147.518239779,-0.0165893,2542,-0.02,1.5708
1745830147.520747139,-0.0176261,2562,-0.02,1.5708
1745830147.523246133,-0.0186629,2550,-0.02,1.5708
1745830147.525740486,-0.0165893,2508,-0.02,1.5708
1745830147.528239210,-0.0134788,2495,-0.02,1.5708
1745830147.530746008,-0.012442,2500,-0.02,1.5708
1745830147.533246729,-0.0145156,2515,-0.02,1.5708
1745830147.535743305,-0.0165893,2479,-0.02,1.5708
1745830147.538242163,-0.0155524,2510,-0.02,1.5708
1745830147.540746087,-0.0145156,2488,-0.02,1.5708
1745830147.543246117,-0.0145156,2478,-0.02,1.5708
1745830147.545743209,-0.0155524,2502,-0.02,1.5708
1745830147.548246517,-0.0165893,2518,-0.02,1.5708
1745830147.550749301,-0.0186629,2503,-0.02,1.5708
1745830147.553248555,-0.0196998,2509,-0.02,1.5708
1745830147.555745371,-0.0196998,2517,-0.02,1.5708
1745830147.558249331,-0.0217734,2534,-0.02,1.5708
1745830147.560751513,-0.0186629,2448,-0.02,1.5708
1745830147.563247073,-0.0165893,2430,-0.02,1.5708
1745830147.565746859,-0.0165893,2452,-0.02,1.5708
1745830147.568248873,-0.0176261,2487,-0.02,1.5708
1745830147.570749521,-0.0248839,2548,-0.02,1.5708
1745830147.573382611,-0.0248839,2548,-0.02,1.5708
1745830147.575876974,-0.0238471,2564,-0.02,1.5708
1745830147.578384421,-0.0248839,2617,-0.02,1.5708
1745830147.580826337,-0.0238471,2625,-0.02,1.5708
1745830147.583250850,-0.0248839,2700,-0.02,1.5708
1745830147.585743926,-0.0238471,2634,-0.02,1.5708
1745830147.588250071,-0.0217734,2639,-0.02,1.5708
1745830147.590757353,-0.0196998,2610,-0.02,1.5708
1745830147.593246248,-0.0196998,2610,-0.02,1.5708
1745830147.595742343,-0.0176261,2625,-0.02,1.5708
1745830147.598248189,-0.0165893,2604,-0.02,1.5708
1745830147.600747318,-0.0186629,2618,-0.02,1.5708
1745830147.603242059,-0.0186629,2590,-0.02,1.5708
1745830147.605742479,-0.0186629,2590,-0.02,1.5708
1745830147.608254396,-0.0176261,2595,-0.02,1.5708
1745830147.610745897,-0.0165893,2613,-0.02,1.5708
1745830147.613244896,-0.0165893,2613,-0.02,1.5708
1745830147.615750112,-0.0165893,2613,-0.02,1.5708
1745830147.618247748,-0.0176261,2589,-0.02,1.5708
1745830147.620749599,-0.0207366,2612,-0.02,1.5708
1745830147.623244419,-0.0207366,2612,-0.02,1.5708
1745830147.625750512,-0.0207366,2602,-0.02,1.5708
1745830147.628248261,-0.0186629,2571,-0.02,1.5708
1745830147.630751586,-0.0186629,2519,-0.02,1.5708
1745830147.633248188,-0.0176261,2596,-0.02,1.5708
1745830147.635748079,-0.0176261,2596,-0.02,1.5708
1745830147.638244353,-0.0217734,2585,-0.02,1.5708
1745830147.640750247,-0.0238471,2584,-0.02,1.5708
1745830147.643423633,-0.0238471,2611,-0.02,1.5708
1745830147.645894235,-0.0238471,2644,-0.02,1.5708
1745830147.648328851,-0.0217734,2667,-0.02,1.5708
1745830147.650766517,-0.0217734,2674,-0.02,1.5708
1745830147.653243426,-0.0217734,2685,0.02,1.5708
1745830147.655738841,-0.0217734,2720,0.02,1.5708
1745830147.658242996,-0.0217734,2707,0.02,1.5708
1745830147.660755805,-0.0196998,2714,0.02,1.5708
1745830147.663244195,-0.0165893,2649,0.02,1.5708
1745830147.665741397,-0.0165893,2649,0.02,1.5708
1745830147.668244261,-0.0145156,2698,0.02,1.5708
1745830147.670750597,-0.0145156,2682,0.02,1.5708
1745830147.673244034,-0.0145156,2702,0.02,1.5708
1745830147.675740619,-0.012442,2679,0.02,1.5708
1745830147.678247343,-0.012442,2679,0.02,1.5708
1745830147.680743950,-0.012442,2679,0.02,1.5708
1745830147.683240897,-0.0072578,2618,0.02,1.5708
1745830147.685744014,-0.00622098,2634,0.02,1.5708
1745830147.688248462,-0.00622098,2634,0.02,1.5708
1745830147.690752996,-0.00518415,2576,0.02,1.5708
1745830147.693241006,-0.00518415,2576,0.02,1.5708
1745830147.695743335,-0.00518415,2611,0.02,1.5708
1745830147.698244226,-0.00518415,2567,0.02,1.5708
1745830147.700747636,-0.00518415,2543,0.02,1.5708
1745830147.703242069,-0.00518415,2542,0.02,1.5708
1745830147.705741981,-0.00518415,2542,0.02,1.5708
1745830147.708247533,-0.00518415,2538,0.02,1.5708
1745830147.710748102,-0.00414732,2526,0.02,1.5708
1745830147.713242904,-0.00414732,2587,0.02,1.5708
1745830147.715746789,-0.00414732,2603,0.02,1.5708
1745830147.718241746,-0.00414732,2569,0.02,1.5708
1745830147.720748372,-0.00518415,2619,0.02,1.5708
1745830147.723239869,-0.00518415,2619,0.02,1.5708
1745830147.725748667,-0.00518415,2619,0.02,1.5708
1745830147.728244148,-0.00518415,2626,0.02,1.5708
1745830147.730747421,-0.00518415,2667,0.02,1.5708
